DIRECTORIO;TIP_FOR;P1;P1S1;P2;P2S1;P5;CTL_1;P8R;P9;P10R;P11R;P12;P13;P15R;P16S1;P16S2;P16S3;P16S4;P16S5;P16S6;P16S7;P16S8;P16S9;P17;P17S1;P17S2;P17S3;P17S4;P17S5;P17S6;P17S7;P17S8;P17S9;P17S10;P18;P19;P20;P20S1;P20S2;P20S3;P20S4;P20S5;P20S1A1;P20S2A1;P20S3A1;P20S4A1;P20S5A1;P21R;P22;P23;P23S1R;P23S2R;P24;P25;P26;P26S1;P26S2;P26S3;P26S4;P26S5;P26S6;P26_1;P26_2S1;P26_2S2;P26_2S3;P26_2S4;P26_2S5;P26_2S6;P26_2S7;P26_2S8;P27;P28R;P29;P30;P30S1;P30S2;P30S3;P30S4;P30S5;P30S6;P30S7;P30S8;P30S9;P30S1A1;P30S2A1;P30S3A1;P30S4A1;P30S5A1;P30S6A1;P30S7A1;P30S8A1;P30S9A1;P30_1;P30_2;P31;P32;P32S1;P32S2;P32S3;P32S4;P32S5;P32S6;P32S7;P32S8;P33;P33S1;P33S2;P33S3;P33S4;P33S5;P33S6;P33_1;P33_2;P33_2S1;P33_2S2;P33_2S3;P33_2S4;P33_2S5;P34;P35;P36R;P37S1;P37S2;P37S3;P37S4;P37S5;P37S6;P37S7;COMPLETA
1353;2;50;50001;1;05;1;1;67;1;3;2;1;1;6;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;2; ;47;0;9;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
1354;2;50;50001;1;03;1;1;45;1;3;3;1;1;6;4;4;2;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;6; ;2;1;5;1; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5; ;1;2;1;2;2;2;2;2;2;19; ;26; ; ; ; ; ; ;3; ;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1; ;1;2;1;1;1;1; ; ; ; ; ; ; ; ; ;1
1355;2;50;50001;1;04;2;1;36;1;3;2;1;3;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;7; ;3;0;5;1; ;2;2;2;1;2;2;4; ;1;1; ;1;1;1;1;1;4;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;1;2;1;1;1;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
1356;2;50;50001;1;04;2;1;27;1;3;2;1;3;6;4;3;4;4;4;2;4;2;4;1; ; ;1; ; ; ; ; ; ; ;3;1; ;2;2;2;2;2; ; ; ; ; ;2;1; ;4;2;10;2; ;2;2;2;2;1;2;5; ;1;1;1; ;1; ;1;1;4;4; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;2;1;2;2;2;2;1; ;2;2;1;2;2;1; ; ; ; ; ; ; ; ; ;1
1357;2;50;50001;1;07;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;25; ; ; ; ;1; ; ;1
1358;2;50;50001;1;04;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;25; ; ; ;1; ; ; ;1
1359;2;50;50001;1;02;1;1;42;2;3;1;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;4;1;1;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;2;8;5; ;2;2;2;2;2;1;2;2;2; ; ; ; ; ;38; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1; ;1;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
1360;2;50;50001;1;04;2;1;27;1;3;2;1;3;5;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;1; ;10;2;10;1; ;2;2;2;1;2;2;4; ; ; ; ; ;1; ; ;1;3;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
1361;2;50;50001;1;06;1;1;32;1;3;1;1;1;6;4;4;4;4;2;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;15;0;9;2; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;5; ;1;2;1;2;2;2;2;2;2;23; ;25; ; ; ; ; ; ;3; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1; ;1;2;1;2;2;1; ; ; ; ; ; ; ; ; ;1
1362;2;50;50001;1;06;1;1;33;1;3;1;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;1;0;2;5; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;5; ;1;1;1;2;1;1;2;2;2;20;20;20; ;20;25; ; ; ;6;2;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
1363;2;50;50001;1;03;1;1;32;1;3;2;1;1;6;4;4;4;3;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;2;0;7;7; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;5; ;1;1;2;2;2;1;2;2;2;21;17; ; ; ;26; ; ; ;1;2;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
1364;2;50;50001;1;04;2;1;40;1;3;2;1;3;6;4;4;4;4;4;4;4;4;4;1; ; ; ; ; ; ; ;1; ; ;11; ; ;2;2;2;2;2; ; ; ; ; ;2;1; ;3;0;10;2; ;1;2;2;1;1;2;1; ;1; ; ; ;1; ; ;1;3;7; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ;1; ;2;2;1;1;2;2;2; ;1;2;1;1;1;1; ; ; ; ; ; ; ; ; ;1
1365;2;50;50001;1;04;2;1;41;1;3;2;1;3;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;1; ;30;0;10;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;1; ;1;1;1;1;2;1;2;2;2;15;15;15;15; ;15; ; ; ;6;4;2; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
1366;2;50;50001;1;07;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;55; ;1; ; ; ; ; ;1
1367;2;50;50001;1;06;1;1;24;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;6;0;2;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5; ;1;2;2;2;2;1;2;2;2;15; ; ; ; ;16; ; ; ;6;2;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;1;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
1368;2;50;50001;1;03;1;1;23;1;3;1;1;1;6;4;4;4;4;4;4;4;4;4;1; ; ; ; ;1; ; ; ; ; ;11; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;8;0;4;1; ;1;2;2;2;2;2;1;1;1; ; ; ; ; ; ;1;3;5; ;1;2;2;2;2;1;2;2;2;15; ; ; ; ;16; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
1369;2;50;50001;1;04;2;1;33;1;3;2;1;3;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;1; ;13;0;1;3; ;1;1;2;1;2;2;4; ;1;1; ; ; ; ; ;1;4;3; ;1;2;1;2;2;1;2;2;2;20; ;20; ; ;28; ; ; ;6;3;1;1; ; ; ; ; ; ; ; ; ;1;2;1;2;1;2;1; ;1;1;2;1;1;1; ; ; ; ; ; ; ; ; ;1
1370;2;50;50001;1;04;2;1;53;1;3;2;1;3;6;4;4;4;2;4;4;4;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;20;0;10;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;2;8;4; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
1371;2;50;50001;1;07;1;1;30;1;3;1;1;1;6;4;4;4;4;4;3;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;4; ;10;0;5;3; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;2;8;5; ;1;2;2;2;2;1;2;2;2;15; ; ; ; ;15; ; ; ;6;4;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;1;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
1372;2;50;50001;1;04;1;1;49;1;3;2;1;1;6;4;4;3;3;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2;2;2; ;2; ; ; ;2;2; ;10;0;5;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;4; ;1;1;2;2;2;1;2;2;2;20;20; ; ; ;20; ; ; ;6;2;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
1373;2;50;50001;1;03;1;1;22;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;10;0;9;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;5; ;2;2;2;2;2;1;2;2;2; ; ; ; ; ;15; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;1;1;1;1;1;1; ; ; ; ; ; ; ; ; ;1
1374;2;50;50001;1;02;1;1;39;1;3;2;1;1;6;4;4;4;3;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;20;0;1;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;5; ;1;2;2;2;2;1;2;2;2;15; ; ; ; ;15; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1; ;1;2;2;2;1;2; ; ; ; ; ; ; ; ; ;1
1375;2;50;50001;1;07;1;1;24;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;1; ;4;0;1;1; ;2;2;2;1;2;2;4; ;1;1; ; ;1; ;1;1;4;5; ;1;1;1;2;2;1;2;2;2;15;21;15; ; ;16; ; ; ;6;2;1;2;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
1376;2;50;50001;1;04;2;1;26;1;3;2;1;3;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;3; ;10;0;1;1; ;2;2;2;2;1;2;5; ;1;1; ; ;1; ; ;1;4;1; ;1;2;2;2;2;1;2;2;2;15; ; ; ; ;15; ; ; ;6;2;2; ; ; ; ; ; ; ; ; ; ;2;2;1;1;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
1377;2;50;50001;1;06;1;1;27;1;3;1;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;2; ;5;0;2;1; ;1;2;2;2;2;2;1; ;1; ; ; ; ; ;1;1;5;5; ;1;2;1;2;2;1;2;2;2;15; ;15; ; ;15; ; ; ;3;2;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;2;2; ;2;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
1378;2;50;50001;1;03;1;1;37;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;3;6;1;3; ;1;1;2;2;2;2;2; ;1; ; ; ; ; ; ;1;3;5; ;2;2;2;2;2;1;2;2;2; ; ; ; ; ;31; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
1379;2;50;50001;1;02;1;1;33;1;3;1;1;1;6;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;4; ;15;0;1;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5; ;1;2;1;2;1;1;2;2;2;15; ;15; ;15;15; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;2;1; ;2;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
1380;2;50;50001;1;06;1;1;30;1;3;1;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;10;0;1;8; ;2;1;2;2;2;2;2; ;1; ; ; ; ; ;1;1;3;5; ;1;1;1;2;2;1;2;2;2;17;17;17; ; ;16; ; ; ;6;3;2; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
1381;2;50;50001;1;02;1;1;26;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;7; ;19;0;1;1; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5; ;1;1;1;2;1;1;2;2;2;15;15;15; ;15;15; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1; ;2;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
1382;2;50;50001;1;03;1;1;23;2;3;2;1;1;6;4;4;4;3;4;4;4;4;3;1; ; ; ; ; ; ;1; ; ; ;1;2; ;2;2;2;2;2; ; ; ; ; ;2;7; ;3;0;9;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;6;4; ;2;2;2;2;2;1;2;2;2; ; ; ; ; ;15; ; ; ;6;1;1;1; ; ; ; ; ; ; ; ; ;2;1;2;2;2;2;2; ;1;2;2;1;2;1; ; ; ; ; ; ; ; ; ;1
1383;2;50;50001;1;06;1;1;20;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;8;0;1;2; ;1;2;2;2;2;2;1; ;1; ; ; ; ; ; ;1;4;5; ;1;2;1;2;2;1;2;2;2;15; ;15; ; ;15; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;1;1;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
1384;2;50;50001;1;02;1;1;27;1;3;1;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;11; ;12;0;2;1; ;2;1;2;2;1;2;5; ;1; ; ; ; ; ; ;1;3;5; ;1;2;1;2;2;1;2;2;2;15; ;15; ; ;15; ; ; ;6;3;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;1;1;1;1; ; ; ; ; ; ; ; ; ;1
1385;2;50;50001;1;07;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;30;1; ; ; ; ; ; ;1
1386;2;50;50001;1;01;1;1;23;1;4;3;1;1;6;4;4;4;4;4;4;4;4;4;1; ; ; ; ; ; ; ;1; ; ;11; ; ;2;2;2;2;2; ; ; ; ; ;2;5; ;0;1;4;3; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;4; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1; ;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
1387;2;50;50001;1;03;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;25; ; ; ; ;1; ; ;1
1388;2;50;50001;1;05;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;25;1; ; ; ; ; ; ;1
1389;2;50;50001;1;03;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19; ; ; ;1; ; ; ;1
1390;2;50;50001;1;02;1;1;73;1;3;2;1;1;6;4;4;4;3;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;30;0;5;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;4; ;2;1;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1; ;1;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
1391;2;50;50001;1;03;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;27;1; ; ; ; ; ; ;1
1392;2;50;50001;1;02;1;1;42;1;3;1;1;1;6;4;4;3;3;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;3;11;1;3; ;1;2;2;2;2;2;1; ;1; ; ; ; ; ; ;1;6;5; ;1;1;1;1;1;1;2;2;2;15;25;15;40;15;15; ; ; ;6;2;2; ; ; ; ; ; ; ; ; ; ;2;1;1;2;1;2;1; ;2;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
1393;2;50;50001;1;06;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;23; ;1; ; ; ; ; ;1
1394;2;50;50001;1;03;1;1;50;1;3;2;1;1;6;4;4;3;4;4;4;4;4;4;1; ;1; ; ; ; ; ; ; ; ;3;1; ;2;2;2;2;2; ; ; ; ; ;1;5; ;11;0;4;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;1;2;2;1; ; ; ; ; ; ; ; ; ;1
1395;2;50;50001;1;01;1;1;22;1;4;3;1;1;6;4;4;4;3;4;4;4;4;4;1; ; ; ; ; ; ; ;1; ;1;11; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;4;0;7;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5; ;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ;22;9; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
1396;2;50;50001;1;02;1;1;22;1;4;2;1;1;6;4;4;4;4;4;2;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;2;0;1;1; ;1;2;2;2;2;2;1; ;1; ; ; ; ; ; ;1;4;1; ;1;2;1;2;2;2;2;2;2;15; ;15; ; ; ; ; ; ;3; ;1;2;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
1397;2;50;50001;1;01;1;1;25;2;4;3;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;5; ;0;4;4;3; ;2;2;2;2;1;2;5; ;1; ; ; ; ; ; ;1;3;4; ;1;2;2;2;2;2;2;2;2;15; ; ; ; ; ; ; ; ;1; ;1;2; ; ; ; ; ; ; ;1; ;2;2;2;2;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
1398;2;50;50001;1;06;1;1;66;1;3;2;1;1;6;4;4;4;4;3;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;2; ;20;0;5;9; ;2;1;1;2;2;2;2;1;1; ; ; ; ; ;1;1;4;1; ;2;2;2;2;2;1;2;2;2; ; ; ; ; ;37; ; ; ;6;2;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1; ;2;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
1399;2;50;50001;1;03;1;1;20;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;11; ;3;1;1;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;5; ;2;2;2;2;2;1;2;2;2; ; ; ; ; ;17; ; ; ;6;1;1;2; ; ; ; ; ; ;1; ; ;2;2;1;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
1400;2;50;50001;1;03;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;25; ;1; ; ; ; ; ;1
1401;2;50;50001;1;02;1;1;36;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;8;0;1;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;5; ;1;2;1;2;2;1;2;2;2;15; ;15; ; ;17; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1; ;1;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
1402;2;50;50001;1;06;1;1;48;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;6;0;1;9; ;2;2;2;1;2;2;4; ;1;1; ; ; ; ;1;1;7;5; ;2;2;2;2;2;1;2;2;2; ; ; ; ; ;35; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
